title,author,genre,length_category
Let the Hurricane Roar,Rose Wilder Lane,Families,short
The Wish Giver,Bill Brittain,Juvenile Fiction,short
Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction,average
Child of the Owl,Laurence Yep,Juvenile Fiction,average
"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,Juvenile Fiction,average
The Rainbow People,Laurence Yep,Juvenile Fiction,average
Dragon's Gate,Laurence Yep,Juvenile Fiction,average
Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction,average
Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction,average
Betsy and Joe,Maud Hart Lovelace,Juvenile Fiction,average
Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,average
Crazy Lady!,Jane Leslie Conly,Juvenile Fiction,short
Strawberry Girl 60th Anniversary Edition,Lois Lenski,Juvenile Fiction,average
Seven Spiders Spinning,Gregory Maguire,Juvenile Fiction,short
American Dragons,Laurence Yep,Juvenile Fiction,average
The Midwife's Apprentice (rpkg),Karen Cushman,Juvenile Fiction,short
Winter on the Farm,Laura Ingalls Wilder,Juvenile Fiction,short
Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction,average
Monster,Walter Dean Myers,Juvenile Fiction,average
Emily of Deep Valley,Maud Hart Lovelace,Juvenile Fiction,average
The Trumpet of the Swan,E. B. White,Juvenile Fiction,average
The Good Liar,Gregory Maguire,Juvenile Fiction,short
Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,short
Howl's Moving Castle,Diana Wynne Jones,Juvenile Fiction,average
Four Stupid Cupids,Gregory Maguire,Juvenile Fiction,average
Charlotte's Web (full color),E. B. White,Juvenile Fiction,short
Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,short
Christmas Stories,Laura Ingalls Wilder,Juvenile Fiction,short
Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,short
Christmas in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,short
A Little House Birthday,Laura Ingalls Wilder,Juvenile Fiction,short
The Deer in the Wood,Laura Ingalls Wilder,Juvenile Fiction,short
A Little Prairie House,Laura Ingalls Wilder,Juvenile Fiction,short
Grizzwold,Syd Hoff,Juvenile Fiction,short
Chester,Syd Hoff,Juvenile Fiction,short
Captain Cat,Syd Hoff,Juvenile Fiction,short
My Little House Crafts Book,Carolyn Strom Collins,Juvenile Nonfiction,short
Pioneer Girl,William Anderson,Juvenile Nonfiction,short
Shade's Children (rack),Garth Nix,Juvenile Fiction,average
All-American Girl,Meg Cabot,Juvenile Fiction,average
Hexwood,Diana Wynne Jones,Young Adult Fiction,long
A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,short
The Chronicles of Narnia (adult),C. S. Lewis,Fiction,long
What Would Machiavelli Do?,Stanley Bing,Humor,short
The Sense of Wonder,Rachel Carson,Nature,short
Virgin,James Patterson,Fiction,average
Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,average
Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,average
How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Family & Relationships,average
"Easy French Reader, Second Edition",R. de Roussy de Sales,Foreign Language Study,average
Slim to None,Jennifer Hendricks,Biography & Autobiography,average
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study,average
"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,Medical,average
"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,Computers,long
The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,long
Heat and Mass Transfer,Yunus A. Çengel,Heat,long
The Complete Works,Tacitus,History,long
My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction,short
Who Moved My Cheese?,Spencer Johnson,Self-Help,short
How to Have a Beautiful Mind,Edward De Bono,Self-Help,average
The Toy Maker,Anthony McReavy,Biography & Autobiography,average
Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology,average
A Time to Kill,John Grisham,Fiction,long
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Physicists,average
Timequake,Kurt Vonnegut,Fiction,average
Blood and Gold,Anne Rice,Fiction,long
An Imaginary Life,David Malouf,Australian fiction,short
The Great World,David Malouf,Australia,average
The Risk Pool,Richard Russo,Families,long
Survivor,Chuck Palahniuk,American fiction,average
Bagombo Snuff Box,Kurt Vonnegut,American fiction,average
Ali and Nino,Kurban Said,Azerbaijan,average
A Star Called Henry,Roddy Doyle,Dublin (Ireland),average
Set this House on Fire,William Styron,Americans,long
The Confessions of Nat Turner,William Styron,Slave insurrections,long
Experience,Martin Amis,"Amis, Kingsley",long
Hannibal,Thomas Harris,Dangerously mentally ill,long
Operation Shylock,Philip Roth,American literature,average
The First Forty-nine Stories,Ernest Hemingway,Fiction,long
The Professor of Desire,Philip Roth,,average
The Phantom Menace,Terry Brooks;George Lucas,Life on other planets,average
Traitor,Matthew Woodring Stover,Science fiction,average
Star by Star,Troy Denning,Life on other planets,long
Fury,Salman Rushdie,Anger,average
Yeats is Dead!,Joseph O'Connor,Comedy,average
Choke,Chuck Palahniuk,Alzheimer's disease,average
The Dying Animal,Philip Roth,College teachers,short
Illusions,Richard Bach,Adventure stories,short
In the Pond,Ha Jin,China,short
How to Travel with a Salmon and Other Essays,Umberto Eco,Essays,average
The Trial,Franz Kafka,Fiction,average
Turtle Moon,Alice Hoffman,Mothers and sons,average
Atonement,Ian McEwan,Atonement,average
A Birthday for Frances,Russell Hoban,Badgers,short
The Gangs of New York,Herbert Asbury,Gangs,average
The Whore's Child and Other Stories,Richard Russo,Human behavior,average
In Watermelon Sugar,Richard Brautigan,Social action,short
Blackwood Farm,Anne Rice,Horror,long
The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),short
Sputnik Sweetheart,Haruki Murakami,Businesswomen,average
"South of the Border, West of the Sun",Haruki Murakami,Domestic fiction,short
The Elephant Vanishes,Haruki Murakami,Japan,average
Dance Dance Dance,Haruki Murakami,Crime investigation,average
The Rings of Saturn,Winfried Georg Sebald,"Authors, German",average
Elephant,Raymond Carver,"Short stories, American",short
"Will You Please be Quiet, Please",Raymond Carver,Short stories,short
The Time of Our Singing,Richard Powers,African Americans,long
The Spook's Apprentice,Joseph Delaney,Exorcism,average
Human Traces,Sebastian Faulks,Europe,long
Blood Canticle,Anne Rice,Horror tales,average
Underground,Haruki Murakami,Cults,average
Open House,Elizabeth Berg,Divorced women,average
Like a Charm,Karin Slaughter,Bracelets,average
Bleachers,John Grisham,Death,average
Earthly Powers,Anthony Burgess,Fiction,long
The Mummy,Anne Rice,Egyptologists,long
Lasher,Anne Rice,Demonology,long
Survivor's Quest,Timothy Zahn,Life on other planets,long
Women Who Love Too Much,Robin Norwood,Alcoholics,average
The Talisman Ring,Georgette Heyer,Great Britain,average
The Convenient Marriage,Georgette Heyer,Fiction,average
Lady of Quality,Georgette Heyer,Fiction,average
A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],average
False Colours,Georgette Heyer,Brothers,average
Sprig Muslin,Georgette Heyer,England,average
Catch-22,Joseph Heller,Fiction,long
The Quiet American,Graham Greene,Americans,short
The Heart of the Matter,Graham Greene,Fiction,average
The End of the Affair,Graham Greene,Adultery,short
Enduring Love,Ian McEwan,Accidents,average
For Whom the Bell Tolls,Ernest Hemingway,Americans,long
Skipping Christmas,John Grisham,Christmas,short
All Quiet on the Western Front,Erich Maria Remarque,"World War, 1914-1918",average
Watermelon,Marian Keyes,Fiction,long
The Invisible Writing,Arthur Koestler,"Authors, English",long
Dublin 4,Maeve Binchy,Domestic fiction,average
Circle of Friends,Maeve Binchy,College attendance,long
"Victoria Line, Central Line",Maeve Binchy,London (England),long
Firefly Summer,Maeve Binchy,Domestic fiction,long
Airframe,Michael Crichton,Adventure stories,long
Midnight's Children,Salman Rushdie,Children of the rich,long
Sabbath's Theater,Philip Roth,American fiction,long
Civilwarland in Bad Decline,George Saunders,Short stories,short
Six Memos for the Next Millennium,Italo Calvino,Literature,short
Total Recall,Piers Anthony,Fiction,average
London Fields,Martin Amis,City and town life,long
"Cry, the Beloved Country",Alan Paton,Classical fiction,average
American Pastoral,Philip Roth,American literature,long
Deception,Philip Roth,Adultery,average
A Farewell to Arms,Ernest Hemingway,War,average
Cross Stitch,Diana Gabaldon,Historical fiction,long
Ratner's Star,Don DeLillo,Life on other planets,long
Things Fall Apart,Chinua Achebe;Sandra Widner,Igbo (African people),short
C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,long
Java,Walter J. Savitch,Computers,long
Leadership in Organizations,Gary A. Yukl,Business & Economics,long
Organized Crime,Michael D. Lyman;Gary W. Potter,Law,long
World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,long
Astronomy,Eric Chaisson;Stephen McMillan,Mathematics,long
The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,long
The Visual Arts,Hugh Honour;John Fleming,Art,long
Three Genres,Stephen Minot,Language Arts & Disciplines,long
Data Structures and Abstractions with Java,Frank M. Carrano,Computers,long
Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,long
Big Money,Pelham G. Wodehouse,Fiction,average
Kiss Kiss,Roald Dahl,Fiction,average
The Nice and the Good,Iris Murdoch,Fiction,average
Switch Bitch,Roald Dahl,Fiction,short
The Pearl,John Steinbeck,,short
My Uncle Oswald,Roald Dahl,Fiction,average
Wodehouse on crime,,,long
Water Music,T. Coraghessan Boyle,Fiction,long
Roald Dahl's Book of Ghost Stories,Roald Dahl,"Ghost stories, American",average
"I, Claudius and Claudius the God",Robert Graves,Autobiographical fiction,long
The New York Trilogy,Paul Auster,,average
The Pigeon,Patrick Süskind,Pigeons,short
You Bright and Risen Angels,William T. Vollmann,Fiction,long
Moon Palace,Paul Auster,Fiction,average
The Job,William S. Burroughs,Biography & Autobiography,average
Americana,Don DeLillo,Fiction,average
Q E D,Richard Phillips Feynman,Electrons,short
Love's Executioner,Irvin D. Yalom,Existential psychotherapy,average
East is East,T. Coraghessan Boyle,Fiction,average
Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art,short
Montaillou,Emmanuel Le Roy Ladurie,Albigenses,average
L'usage de plaisirs,Michel Foucault,Sex,average
Case Histories I,Sigmund Freud,Child analysis,average
The Big Rock Candy Mountain,Wallace Stegner,Fiction,long
The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction,average
Sailor Song,Ken Kesey,Fiction,long
The Best of Young British Novelists,Bill Buford,Fiction,average
Liar's Poker,Michael M. Lewis,Biography & Autobiography,average
The Anglo-Saxons,James Campbell,History,average
Journal of a Novel,John Steinbeck,Literary Criticism,short
We Were the Rats,Lawson Glassop,"Tobruk, Battles of, 1941-1942",average
The Portable James Joyce,James Joyce,Literary Collections,long
The Portable Dorothy Parker,Dorothy Parker,Literary Collections,long
Mao II,Don DeLillo,Fiction,average
ALEXANDRIA QUARTET,LAWRENCE DURRELL,,long
Justine,Lawrence Durrell,Fiction,average
Clea,Lawrence Durrell,Fiction,average
The Music of Chance,Paul Auster,Fiction,average
Libra,Don DeLillo,Fiction,long
The Assault,Reinaldo Arenas;Andrew Hurley,Fiction,short
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,Latin America,long
Chickenhawk - Back in the World,Robert Mason,Biography & Autobiography,average
Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography,long
Ludwig Wittgenstein,Ray Monk,Biography & Autobiography,long
Of Mice and Men,John Steinbeck,Fiction,short
Leviathan,Paul Auster,Fiction,average
The Roses of No Man's Land,Lyn MacDonald,History,average
Essays,Michel de Montaigne,Literary Collections,long
Untouchable,Mulk Anand,Fiction,short
The Third Man and the Fallen Idol,Graham Greene,Fiction,short
Collected Short Stories,Graham Greene,Fiction,average
J R,William Gaddis,Fiction,long
North of South,Shiva Naipaul,Social Science,average
The Monkey's Wrench,Primo Levi,Fiction,short
Six Characters in Search of an Author and Other Plays,Luigi Pirandello,Drama,average
Humboldt's Gift,Saul Bellow,Fiction,long
The Crucible,Arthur Miller,Drama,short
Species of Spaces and Other Pieces,Georges Perec,Literary Collections,average
The Act of Creation,Arthur Koestler,Philosophy,long
The Ghost in the Machine,Arthur Koestler,Philosophy,average
"I Ching, Or, Book of Changes",Richard Wilhelm;Cary F. Baynes,Confucianism,long
I Ching,John Blofeld,"Body, Mind & Spirit",average
Holy Madness,Georg Feuerstein,Religion,average
The Beloved,Kahlil Gibran;John Walbridge,Fiction,short
Who are You?,Malcolm Godwin,"Body, Mind & Spirit",average
Harvesting the Heart,Jodi Picoult,Fiction,long
Whores for Gloria,William T. Vollmann,Fiction,short
"Selected letters, 1940-1956",Jack Kerouac;Ann Charters,Biography & Autobiography,long
Regeneration,Pat Barker,Fiction,average
"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,American fiction,short
For Esmé - with Love and Squalor,Jerome David Salinger,Fiction,short
The Tortilla Curtain,T. Coraghessan Boyle,Fiction,average
How the Mind Works,Steven Pinker,Philosophy,long
The Crucible,Arthur Miller,Drama,long
Death of a Salesman,Gerald Clifford Weales,Drama,long
Dubliners,James Joyce;Robert Scholes;A. Walton Litz,Fiction,long
The Coming Plague,Laurie Garrett,Medical,long
The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,Performing Arts,short
The Barrytown Trilogy,Roddy Doyle,Fiction,long
Under the Sea Wind,Rachel Carson,Fiction,average
Anaïs Nin,Deirdre Bair,Biography & Autobiography,long
The Nuclear Age,Tim O'Brien,Fiction,average
The Van,Roddy Doyle,Fiction,average
Palimpsest,Gore Vidal,BIOGRAPHY & AUTOBIOGRAPHY,long
Existentialists and Mystics,Iris Murdoch,Philosophy,long
Solomon's Song,Bryce Courtenay,Australia,long
Rachel's Holiday,Marian Keyes,Fiction,long
Wide Sargasso Sea,Jean Rhys,British,short
Cod,Mark Kurlansky,History,average
Age of Iron,J. M. Coetzee,Fiction,short
White Teeth,Zadie Smith,Fiction,long
The Autograph Man,Zadie Smith,Fiction,long
Jemima J.,Jane Green,Fiction,long
Difficult Conversations,Douglas Stone;Bruce Patton;Sheila Heen,Psychology,average
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,English,long
My Year of Meats,Ruth L. Ozeki,Fiction,average
The Farming of Bones,Edwidge Danticat,Fiction,average
The World of Mr. Mulliner,Pelham Grenville Wodehouse,"Humorous stories, English",long
Lord of the Flies,William Golding,Fiction,short
Waiting for the Barbarians,J. M. Coetzee,Fiction,short
The Metamorphosis and Other Stories,Franz Kafka;Malcolm Pasley,Fiction,average
The Inimitable Jeeves,Pelham Grenville Wodehouse,Fiction,average
Shadows and Wind,Robert Templer,History,average
Wanderlust,Rebecca Solnit,Social Science,average
The Deep End of the Ocean,Jacquelyn Mitchard,Fiction,long
The Spell,Alan Hollinghurst,Fiction,average
Collected Fictions,Jorge Luis Borges;Andrew Hurley,Fiction,long
Hunger,Lan Samantha Chang,Fiction,short
For Lust of Knowing,Robert Irwin,Art,average
Fever Pitch,Nick Hornby,"Authors, English",average
Spellbound,Jane Green,Fiction,long
A Year in Provence,Peter Mayle,Biography & Autobiography,average
"Selected Letters, 1957-1969",Jack Kerouac;Ann Charters,Biography & Autobiography,long
The Periodic Table,Primo Levi;Raymond Rosenthal,"Authors, Italian",short
Pleasing Myself,Frank Kermode,American literature,average
The Basque History of the World,Mark Kurlansky,History,average
Vinyl Cafe Unplugged,Stuart McLean,Canadian wit and humor,average
World's End,T. Coraghessan Boyle,Fiction,long
Descent of Man,T. Coraghessan Boyle,Fiction,average
Budding Prospects,T. Coraghessan Boyle,Fiction,average
Little Plum,Rumer Godden,Juvenile Fiction,short
Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,short
Charlie and the Great Glass Elevator,Roald Dahl,Adventure stories,short
Fairy Tales,Terry Jones;Michael Foreman,Children's stories,short
Strange Attractors,William Sleator,Juvenile Fiction,short
How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,Obesity,short
Seventeen & In-Between,Barthe DeClements,High schools,short
The Puffin Book of Nonsense Verse,Quentin Blake,Juvenile Nonfiction,average
